Policy Number,Years_Drv_Exp,Number_Vehicles,Average_Age,Gender_Dummy,Married_Dummy,Avg_Veh_Age,Fuel_Type_Dummy,Losses,Capped_Losses
171108,44,4,65.1,1,0,8.02,0,282,282
135829,0,4,20.6,1,0,12.97,1,608,608
138982,46,4,65.1,0,1,2.5,1,594,594
118235,7,4,20.6,1,0,12.97,0,361,361
169548,15,4,42.4,1,0,12.97,0,293,293
198258,52,4,65.1,0,0,8.02,0,111,111
126210,9,4,42.4,1,0,12.97,0,310,310
170192,24,4,42.4,1,1,2.5,1,691,691
159509,44,4,65.1,1,1,8.02,0,296,296
143483,42,4,42.4,1,1,8.02,0,455,455
140660,7,4,20.6,0,1,12.97,1,694,694
164401,8,4,20.6,1,0,12.97,0,231,231
118616,29,4,42.4,0,0,2.5,0,379,379
149064,6,4,20.6,0,0,12.97,0,218,218
164592,3,4,20.6,1,1,12.97,1,1175,1175
183751,0,4,20.6,1,0,8.02,0,423,423
167649,0,4,20.6,1,0,12.97,0,297,297
164654,46,4,20.6,0,1,12.97,0,322,322
121304,47,4,65.1,1,0,8.02,0,36,36
195325,14,4,42.4,0,0,8.02,0,343,343
178660,0,4,20.6,0,0,12.97,0,207,207
184508,20,4,42.4,1,0,8.02,0,367,367
194603,47,4,65.1,1,0,8.02,0,240,240
134039,4,4,20.6,0,0,12.97,0,199,199
131753,42,4,65.1,1,0,2.5,0,59,59
163539,47,4,65.1,1,0,2.5,0,375,375
139883,42,4,65.1,1,1,8.02,0,185,185
169958,43,4,65.1,0,1,12.97,0,216,216
162564,5,4,65.1,0,1,12.97,0,50,50
138635,1,4,20.6,1,1,12.97,1,974,974
163252,39,4,65.1,1,0,8.02,0,285,285
123435,33,4,42.4,1,1,8.02,0,438,438
116900,20,4,42.4,0,0,8.02,0,309,309
112474,19,4,42.4,0,1,8.02,0,366,366
110267,17,4,42.4,0,0,2.5,0,422,422
167788,35,4,42.4,0,1,8.02,0,438,438
129060,8,4,20.6,1,1,12.97,1,1020,1020
118242,46,4,65.1,1,0,8.02,0,208,208
114754,50,4,20.6,1,0,12.97,0,425,425
129417,4,4,20.6,1,0,12.97,0,411,411
102840,36,4,42.4,1,0,8.02,0,383,383
118590,35,4,42.4,0,1,2.5,1,868,868
131625,23,4,42.4,1,1,2.5,1,574,574
139868,4,4,20.6,1,0,12.97,1,756,756
109389,35,4,42.4,0,1,8.02,0,438,438
137312,45,4,65.1,1,0,8.02,0,257,257
161975,41,4,65.1,0,1,12.97,0,32,32
156747,44,4,65.1,1,1,8.02,0,111,111
130817,48,4,65.1,1,0,2.5,0,65,65
190451,21,4,42.4,0,1,2.5,1,727,727
188399,48,4,65.1,0,1,8.02,0,307,307
112671,31,4,42.4,1,1,8.02,0,428,428
171377,13,4,42.4,1,0,2.5,1,657,657
165481,6,4,20.6,1,0,12.97,0,223,223
100314,16,4,42.4,0,1,8.02,0,432,432
186299,47,4,65.1,1,0,12.97,0,21,21
191999,0,4,20.6,1,0,12.97,0,490,490
176766,52,4,65.1,1,0,8.02,0,40,40
176039,46,4,65.1,0,1,12.97,0,77,77
184963,45,4,65.1,0,0,8.02,0,239,239
178658,23,4,42.4,0,0,12.97,0,287,287
188219,4,4,20.6,1,1,2.5,1,1051,1051
126972,44,4,65.1,0,0,12.97,0,189,189
123835,41,4,42.4,1,0,8.02,0,392,392
177919,9,4,42.4,0,0,2.5,0,487,487
178971,33,4,42.4,1,1,2.5,1,812,812
101495,44,4,65.1,0,1,2.5,0,55,55
142865,16,4,42.4,1,0,2.5,1,524,524
190534,2,4,20.6,0,0,12.97,0,202,202
137402,18,4,42.4,0,0,2.5,0,313,313
111070,1,4,20.6,1,0,2.5,1,547,547
157733,37,4,42.4,1,1,2.5,1,657,657
154239,3,4,20.6,0,0,8.02,0,403,403
178873,40,4,65.1,1,0,8.02,0,285,285
172053,17,4,42.4,0,1,8.02,0,419,419
104035,27,4,42.4,0,1,12.97,0,384,384
181264,20,4,65.1,0,0,2.5,0,333,333
108791,44,4,65.1,1,0,8.02,0,41,41
180435,0,4,20.6,0,0,12.97,0,173,173
134752,37,4,42.4,0,1,12.97,0,237,237
178800,20,4,42.4,0,0,12.97,0,296,296
138087,45,4,65.1,1,1,8.02,0,384,384
126647,17,4,65.1,1,1,8.02,0,228,228
195023,0,4,20.6,1,1,12.97,1,928,928
149672,39,4,42.4,1,0,2.5,0,473,473
189954,19,4,20.6,0,1,8.02,1,624,624
146590,48,4,65.1,0,0,2.5,0,49,49
197837,11,4,42.4,1,1,2.5,1,632,632
161542,51,4,20.6,1,1,2.5,1,1290,1200
139464,12,4,42.4,0,1,8.02,0,384,384
147012,47,4,65.1,1,1,2.5,1,612,612
190606,19,4,42.4,1,1,2.5,1,668,668
115759,14,4,20.6,0,1,12.97,0,261,261
170345,22,4,42.4,0,1,12.97,0,166,166
161806,30,4,42.4,0,0,12.97,0,115,115
157158,38,4,65.1,1,0,8.02,0,43,43
182091,2,4,20.6,0,1,12.97,1,585,585
198843,21,4,42.4,0,1,12.97,0,300,300
126952,4,4,42.4,1,1,12.97,0,395,395
150218,39,4,42.4,0,0,2.5,0,344,344
115174,48,4,65.1,1,0,2.5,0,258,258
103525,3,4,20.6,1,1,2.5,1,1849,1200
161811,4,4,20.6,0,1,8.02,1,898,898
158891,48,4,65.1,1,1,8.02,1,526,526
138631,1,4,20.6,0,1,8.02,1,774,774
110232,5,4,20.6,0,0,8.02,0,420,420
150328,21,4,42.4,1,1,8.02,0,420,420
184172,53,4,65.1,0,0,8.02,0,257,257
174721,45,4,65.1,0,1,8.02,0,113,113
101099,0,4,20.6,0,0,12.97,0,330,330
137009,30,4,42.4,0,1,8.02,0,397,397
124277,6,4,20.6,0,0,12.97,0,201,201
185817,0,4,20.6,0,0,8.02,0,469,469
171002,0,4,20.6,0,1,12.97,0,245,245
168868,47,4,65.1,1,0,8.02,0,323,323
183622,35,4,42.4,0,1,2.5,1,637,637
193478,15,4,42.4,0,1,8.02,0,440,440
123957,41,4,65.1,1,0,8.02,0,354,354
164414,28,4,42.4,1,0,2.5,0,453,453
184796,9,4,42.4,1,1,12.97,0,368,368
132897,43,4,65.1,1,1,12.97,0,111,111
105608,31,4,42.4,1,1,2.5,1,1061,1061
132443,4,4,20.6,0,0,8.02,0,458,458
166717,9,4,42.4,0,1,8.02,0,438,438
181132,2,4,20.6,0,1,12.97,0,357,357
177284,4,4,20.6,1,0,8.02,0,346,346
173729,16,4,42.4,1,1,12.97,0,365,365
185247,50,4,65.1,1,0,2.5,0,223,223
192946,27,4,42.4,1,1,2.5,1,640,640
161445,49,4,65.1,1,1,12.97,0,244,244
159763,5,4,20.6,0,0,12.97,0,261,261
133868,6,4,20.6,1,0,12.97,0,197,197
105468,0,4,20.6,1,0,2.5,1,678,678
192662,1,4,20.6,0,1,12.97,0,246,246
153157,10,4,42.4,0,0,12.97,0,203,203
124235,12,4,42.4,0,0,12.97,0,138,138
103225,35,4,42.4,1,1,2.5,1,730,730
179546,7,4,20.6,1,1,12.97,0,468,468
158933,47,4,20.6,1,1,12.97,0,483,483
138015,9,4,20.6,0,1,12.97,1,730,730
171180,5,4,20.6,1,0,2.5,0,437,437
105252,46,4,65.1,0,0,8.02,0,285,285
147979,13,4,42.4,0,0,8.02,0,327,327
105757,49,4,65.1,0,1,2.5,1,544,544
126038,28,4,42.4,0,0,2.5,0,357,357
116831,0,4,20.6,0,1,8.02,1,589,589
144323,31,4,42.4,0,0,2.5,0,334,334
185320,21,4,42.4,0,1,2.5,0,483,483
134097,35,4,42.4,1,1,12.97,0,309,309
129276,3,4,20.6,0,0,12.97,0,184,184
166234,17,4,42.4,1,1,12.97,0,397,397
137207,39,4,20.6,1,1,12.97,1,868,868
103844,1,4,20.6,0,0,12.97,0,213,213
182394,50,4,65.1,1,1,12.97,0,19,19
167843,31,4,42.4,0,0,8.02,0,382,382
170950,31,4,42.4,1,1,2.5,1,600,600
195042,20,4,42.4,0,0,8.02,0,360,360
192380,6,4,20.6,0,0,12.97,0,177,177
189903,0,4,20.6,1,1,12.97,0,418,418
197702,33,4,42.4,1,1,12.97,0,390,390
104966,0,4,20.6,1,0,8.02,0,407,407
142807,46,4,65.1,1,0,8.02,0,149,149
185203,47,4,65.1,0,1,2.5,0,49,49
118145,50,4,65.1,1,1,8.02,0,51,51
132671,0,4,20.6,0,1,8.02,0,422,422
197597,42,4,65.1,1,0,2.5,0,362,362
112945,10,4,42.4,0,0,8.02,0,302,302
140961,9,4,42.4,1,0,8.02,0,356,356
160675,17,4,42.4,0,0,2.5,0,447,447
193015,51,4,65.1,0,1,2.5,0,315,315
101263,0,4,20.6,0,1,12.97,0,196,196
149691,51,4,65.1,0,0,12.97,0,107,107
150040,3,4,20.6,1,0,12.97,0,303,303
168474,41,4,42.4,1,0,8.02,0,365,365
185260,6,4,42.4,1,1,8.02,1,504,504
126364,32,4,42.4,0,0,8.02,0,326,326
158439,20,4,42.4,0,0,2.5,1,590,590
192905,6,4,65.1,0,1,12.97,0,313,313
181227,44,4,65.1,0,1,2.5,0,400,400
178595,22,4,42.4,0,1,8.02,0,433,433
191335,19,4,20.6,1,0,12.97,1,606,606
196422,10,4,42.4,0,1,8.02,0,342,342
129264,26,4,42.4,0,0,8.02,0,329,329
138045,48,4,65.1,1,1,2.5,0,60,60
161195,2,4,20.6,0,0,12.97,0,283,283
192657,46,4,65.1,1,1,8.02,0,89,89
120349,32,4,42.4,1,1,8.02,0,433,433
103670,0,4,42.4,1,0,8.02,0,413,413
196295,3,4,20.6,0,1,12.97,0,437,437
120595,5,4,20.6,1,1,8.02,1,807,807
101104,1,4,20.6,1,0,2.5,1,540,540
161941,0,4,20.6,1,0,8.02,1,761,761
119170,0,4,20.6,0,1,12.97,0,416,416
110052,4,4,65.1,0,0,12.97,0,19,19
130092,46,4,20.6,0,1,12.97,0,334,334
149666,5,4,20.6,1,0,12.97,0,326,326
116764,23,4,42.4,1,1,2.5,1,808,808
134510,25,4,65.1,0,0,8.02,0,145,145
110958,49,4,65.1,0,1,12.97,0,101,101
134318,6,4,42.4,1,0,12.97,0,260,260
176052,3,4,20.6,0,1,8.02,1,610,610
168051,34,4,42.4,0,0,12.97,0,360,360
186152,46,4,65.1,1,0,8.02,0,54,54
155246,5,4,20.6,1,1,12.97,0,213,213
102169,38,4,42.4,1,1,12.97,1,531,531
145885,26,4,42.4,1,1,2.5,1,629,629
116257,52,4,65.1,1,1,2.5,0,300,300
137736,2,4,20.6,1,1,12.97,1,833,833
128860,42,4,65.1,0,1,8.02,0,90,90
172961,11,4,42.4,0,0,12.97,0,223,223
190883,12,4,42.4,0,1,8.02,0,353,353
170071,28,4,42.4,0,1,12.97,0,214,214
142616,48,4,65.1,1,1,2.5,0,322,322
191601,31,4,42.4,1,0,2.5,1,585,585
156506,3,4,65.1,0,1,2.5,1,574,574
169516,32,4,20.6,1,0,8.02,1,674,674
145500,11,4,42.4,0,1,2.5,1,759,759
153449,45,4,65.1,1,1,2.5,0,479,479
114868,0,4,20.6,0,1,12.97,1,699,699
149939,38,4,42.4,0,0,2.5,1,601,601
103229,0,4,42.4,1,0,2.5,1,565,565
138700,50,4,42.4,1,1,12.97,0,284,284
119016,35,4,42.4,0,1,2.5,1,524,524
137038,43,4,65.1,1,1,8.02,0,359,359
178951,0,4,20.6,0,1,2.5,1,919,919
121512,14,4,42.4,0,1,12.97,0,272,272
173574,2,4,20.6,0,0,8.02,0,479,479
140664,44,4,20.6,1,0,12.97,0,232,232
162881,37,4,42.4,1,0,12.97,0,187,187
187381,6,4,42.4,1,0,12.97,0,306,306
193281,29,4,42.4,0,1,8.02,0,425,425
187973,2,4,20.6,0,1,8.02,1,740,740
160933,0,4,20.6,0,1,12.97,0,378,378
195442,0,4,42.4,0,0,12.97,0,152,152
163095,43,4,65.1,0,0,8.02,0,147,147
161689,44,4,65.1,1,1,12.97,0,38,38
177909,40,4,65.1,0,1,8.02,0,126,126
162251,13,4,42.4,0,0,8.02,0,316,316
147194,27,4,42.4,0,1,8.02,0,417,417
183217,25,4,42.4,1,1,8.02,0,379,379
166908,47,4,42.4,0,0,12.97,0,180,180
176657,16,4,42.4,0,1,2.5,1,653,653
136920,37,4,42.4,1,0,8.02,0,363,363
102171,44,4,65.1,0,1,2.5,0,377,377
126854,7,4,20.6,0,0,12.97,0,146,146
173492,39,4,65.1,1,0,8.02,0,347,347
186022,50,4,65.1,1,1,8.02,0,409,409
198952,23,4,65.1,0,0,8.02,0,345,345
164088,51,4,65.1,1,1,8.02,0,47,47
163382,22,4,42.4,1,0,2.5,1,547,547
139225,4,4,20.6,1,0,12.97,0,274,274
153822,19,4,42.4,0,0,8.02,0,365,365
192330,31,4,42.4,0,0,12.97,0,286,286
180426,7,4,20.6,1,1,2.5,1,3227,1200
154885,5,4,20.6,0,0,12.97,0,275,275
151563,43,4,65.1,1,1,12.97,0,108,108
175429,2,4,20.6,0,0,12.97,0,495,495
124931,38,4,42.4,1,0,2.5,1,579,579
113398,22,4,42.4,0,0,2.5,0,365,365
153258,48,4,65.1,0,1,12.97,0,108,108
142870,16,4,42.4,0,1,12.97,0,144,144
114362,37,4,42.4,1,1,8.02,0,469,469
137786,49,4,20.6,1,0,8.02,1,537,537
155530,0,4,20.6,1,1,12.97,0,434,434
114629,53,4,65.1,1,0,8.02,0,280,280
151323,37,4,42.4,1,0,12.97,0,409,409
182372,8,4,20.6,0,1,12.97,0,234,234
158139,42,4,65.1,1,1,12.97,0,350,350
140641,44,4,20.6,0,1,12.97,0,371,371
196750,46,4,65.1,0,1,12.97,0,41,41
181704,3,4,20.6,0,0,12.97,0,425,425
115456,0,4,20.6,1,1,2.5,1,1777,1200
184327,48,4,65.1,0,1,2.5,0,419,419
119693,23,4,42.4,1,1,2.5,1,545,545
121197,37,4,42.4,0,0,2.5,0,436,436
160894,4,4,20.6,0,1,12.97,0,341,341
141965,37,4,42.4,0,1,12.97,0,232,232
182324,6,4,42.4,1,1,2.5,1,851,851
138606,47,4,42.4,1,1,8.02,0,497,497
162467,0,4,20.6,1,0,12.97,0,447,447
119703,5,4,20.6,1,1,12.97,0,419,419
136014,11,4,42.4,1,1,2.5,1,814,814
130378,23,4,42.4,1,0,2.5,1,641,641
173057,0,4,65.1,0,1,8.02,0,306,306
149890,51,4,65.1,0,1,8.02,0,307,307
163642,0,4,20.6,1,1,12.97,0,403,403
162707,43,4,65.1,0,1,12.97,0,199,199
105925,49,4,65.1,0,0,8.02,0,31,31
153210,19,4,20.6,0,0,12.97,0,187,187
119478,0,4,20.6,0,1,8.02,1,745,745
145841,35,4,42.4,1,1,8.02,0,421,421
163701,10,4,42.4,1,0,12.97,0,318,318
179399,19,4,42.4,1,1,8.02,0,390,390
146398,23,4,42.4,1,0,2.5,1,620,620
156288,39,4,20.6,1,0,12.97,1,567,567
188268,17,4,42.4,1,1,2.5,0,489,489
151938,25,4,42.4,0,0,8.02,0,357,357
152732,42,4,20.6,1,1,2.5,1,987,987
197277,18,4,42.4,1,1,8.02,0,430,430
117762,43,4,65.1,0,1,2.5,1,518,518
149152,15,4,42.4,1,0,8.02,0,351,351
126625,48,4,65.1,1,1,12.97,0,132,132
149662,16,4,42.4,1,0,2.5,1,733,733
141788,32,4,42.4,0,0,12.97,0,196,196
162958,26,4,42.4,0,0,2.5,1,532,532
115238,40,4,65.1,1,1,2.5,0,198,198
157066,44,4,65.1,0,1,12.97,0,47,47
135046,33,4,42.4,0,1,8.02,0,351,351
100532,23,4,42.4,1,1,2.5,1,775,775
110911,47,4,65.1,1,1,8.02,0,89,89
153031,2,4,20.6,1,0,12.97,1,503,503
111066,46,4,65.1,1,1,12.97,0,68,68
117338,47,4,65.1,0,0,8.02,0,180,180
175012,14,4,42.4,0,1,8.02,0,422,422
109715,5,4,42.4,1,0,2.5,1,503,503
103366,2,4,20.6,0,0,12.97,0,286,286
149313,46,4,65.1,1,0,8.02,0,226,226
122926,40,4,65.1,0,1,12.97,0,43,43
128654,3,4,20.6,0,0,2.5,0,386,386
183476,9,4,42.4,1,0,12.97,0,283,283
173602,3,4,20.6,0,1,8.02,1,950,950
132770,7,4,65.1,0,1,8.02,0,205,205
153400,52,4,65.1,0,1,8.02,0,165,165
134444,49,4,65.1,1,0,12.97,0,153,153
158748,13,4,65.1,0,0,2.5,0,233,233
130774,30,4,42.4,1,1,2.5,1,759,759
119555,7,4,20.6,0,0,12.97,0,204,204
175756,49,4,65.1,1,1,8.02,0,273,273
159605,43,4,65.1,1,0,8.02,0,189,189
145603,45,4,65.1,1,1,8.02,0,47,47
171617,38,4,20.6,0,0,12.97,0,412,412
167757,31,4,42.4,1,0,2.5,1,574,574
150678,16,4,42.4,0,1,12.97,0,355,355
184028,0,4,20.6,1,1,2.5,1,1710,1200
173181,22,4,42.4,1,1,2.5,1,516,516
148963,45,4,65.1,0,0,12.97,0,99,99
129777,42,4,65.1,0,1,12.97,0,346,346
155933,44,4,65.1,0,0,12.97,0,318,318
131523,4,4,65.1,0,0,2.5,0,143,143
175324,5,4,20.6,1,0,12.97,0,271,271
139860,16,4,42.4,0,1,2.5,1,697,697
173255,27,4,42.4,0,1,8.02,1,505,505
115569,21,4,42.4,0,0,2.5,1,564,564
169295,49,4,65.1,0,1,8.02,0,39,39
193692,44,4,65.1,0,1,12.97,0,239,239
111185,36,4,42.4,0,0,8.02,0,326,326
159506,47,4,65.1,1,0,8.02,0,111,111
151993,46,4,65.1,1,1,12.97,0,371,371
112951,33,4,42.4,1,0,2.5,1,514,514
133569,50,4,65.1,1,0,2.5,0,72,72
139894,20,4,42.4,1,1,8.02,1,519,519
131412,0,4,20.6,1,0,12.97,1,503,503
174515,5,4,20.6,1,0,12.97,0,253,253
131852,37,4,42.4,1,1,8.02,0,461,461
171857,17,4,42.4,1,0,12.97,0,201,201
117161,9,4,42.4,0,0,2.5,1,566,566
166402,50,4,65.1,0,0,2.5,0,301,301
137955,18,4,65.1,1,1,12.97,0,240,240
196978,3,4,20.6,0,0,12.97,0,215,215
120767,0,4,20.6,0,1,12.97,1,602,602
138848,0,4,20.6,0,0,8.02,0,453,453
140782,15,4,42.4,0,0,2.5,1,610,610
194493,43,4,65.1,0,1,2.5,0,326,326
181072,35,4,42.4,1,1,8.02,0,455,455
193077,8,4,42.4,1,0,8.02,0,371,371
107897,49,4,42.4,1,1,8.02,0,429,429
104800,5,4,20.6,0,0,12.97,0,228,228
182724,0,4,20.6,0,1,8.02,1,793,793
167486,43,4,65.1,1,0,2.5,0,331,331
185239,42,4,42.4,1,1,12.97,0,385,385
108721,1,4,20.6,0,0,12.97,0,290,290
185811,46,4,65.1,0,0,2.5,0,459,459
143175,19,4,20.6,0,1,8.02,1,664,664
160461,0,4,20.6,1,1,2.5,1,1363,1200
113580,20,4,42.4,1,1,2.5,1,524,524
182086,33,4,42.4,0,0,12.97,0,202,202
194317,18,4,42.4,1,1,12.97,0,224,224
156408,47,4,65.1,1,1,2.5,0,324,324
181506,9,4,20.6,1,1,8.02,1,899,899
134712,45,4,65.1,0,0,8.02,0,122,122
195165,47,4,65.1,0,1,8.02,0,163,163
197366,2,4,20.6,1,1,8.02,1,965,965
128174,36,4,42.4,0,1,8.02,0,389,389
116735,11,4,42.4,1,0,2.5,1,567,567
168689,4,4,20.6,0,0,12.97,0,311,311
177673,49,4,65.1,0,1,8.02,0,230,230
176281,20,4,42.4,0,1,8.02,0,474,474
107899,10,4,42.4,0,1,8.02,0,412,412
105222,20,4,42.4,0,0,12.97,0,199,199
144829,41,4,65.1,1,0,8.02,0,321,321
163232,41,4,65.1,1,0,8.02,0,229,229
134355,0,4,20.6,1,0,12.97,0,210,210
194448,43,4,65.1,0,0,8.02,0,164,164
188513,49,4,65.1,1,0,8.02,0,275,275
182783,45,4,65.1,0,1,12.97,0,152,152
114735,20,4,20.6,0,0,12.97,0,336,336
182409,13,4,42.4,1,0,8.02,0,368,368
128035,19,4,42.4,1,1,8.02,0,477,477
116177,0,4,20.6,0,0,8.02,0,300,300
139361,12,4,42.4,1,1,12.97,0,398,398
134326,22,4,42.4,1,1,2.5,1,631,631
177244,3,4,20.6,0,1,8.02,1,532,532
169983,50,4,65.1,0,1,2.5,0,87,87
107057,42,4,65.1,0,1,2.5,0,152,152
175957,52,4,65.1,0,1,8.02,0,365,365
114563,44,4,65.1,1,1,8.02,0,110,110
173976,0,4,20.6,0,1,12.97,0,324,324
174797,26,4,42.4,1,1,12.97,0,190,190
175687,49,4,42.4,1,0,8.02,0,337,337
176967,4,4,20.6,0,1,12.97,0,275,275
140488,19,4,42.4,1,1,8.02,0,406,406
113593,33,4,42.4,1,1,12.97,1,507,507
136056,13,4,42.4,1,1,2.5,1,802,802
109960,50,4,65.1,1,1,12.97,0,260,260
171960,43,4,65.1,1,0,8.02,0,76,76
121473,11,4,42.4,0,0,2.5,0,435,435
138263,14,4,65.1,1,0,12.97,0,39,39
142665,3,4,20.6,0,1,12.97,0,344,344
150595,29,4,42.4,1,0,8.02,0,401,401
129940,5,4,20.6,0,1,12.97,0,405,405
196620,49,4,65.1,0,1,8.02,0,54,54
161487,24,4,42.4,0,0,8.02,0,299,299
185021,52,4,65.1,0,0,2.5,0,296,296
174727,18,4,42.4,1,0,2.5,1,501,501
165507,6,4,20.6,1,1,12.97,1,682,682
137426,5,4,42.4,1,1,2.5,1,624,624
157345,47,4,65.1,0,0,2.5,0,90,90
132732,3,4,20.6,1,0,12.97,0,195,195
116736,19,4,42.4,0,0,12.97,0,347,347
112510,0,4,20.6,0,1,8.02,1,534,534
199077,20,4,42.4,1,0,12.97,0,231,231
191513,38,4,42.4,0,0,12.97,0,280,280
140774,39,4,42.4,1,1,12.97,0,268,268
140849,9,4,42.4,1,0,2.5,0,463,463
133072,52,4,65.1,1,0,8.02,0,39,39
169561,10,4,20.6,0,0,12.97,0,159,159
189896,0,4,20.6,1,0,12.97,0,211,211
151470,4,4,20.6,0,0,12.97,0,332,332
172594,13,4,42.4,0,1,2.5,1,777,777
195444,36,4,42.4,0,1,12.97,0,421,421
199595,47,4,65.1,0,0,2.5,0,361,361
125207,48,4,65.1,1,1,2.5,0,218,218
154316,43,4,65.1,0,1,2.5,0,44,44
151038,14,4,42.4,0,0,8.02,0,374,374
119213,2,4,20.6,1,1,8.02,1,900,900
166839,4,4,20.6,1,0,12.97,0,389,389
136795,0,4,20.6,0,0,12.97,0,211,211
106028,6,4,65.1,0,0,8.02,0,226,226
147114,38,4,42.4,1,1,12.97,0,446,446
167839,32,4,42.4,1,0,2.5,0,403,403
173239,47,4,65.1,0,0,12.97,0,204,204
149742,48,4,65.1,0,0,2.5,0,90,90
150326,4,4,65.1,1,0,8.02,0,180,180
169063,46,4,65.1,0,1,2.5,1,501,501
126213,50,4,65.1,1,0,8.02,0,262,262
190111,0,4,20.6,1,1,2.5,1,1301,1200
168387,47,4,65.1,1,1,8.02,0,418,418
143057,35,4,42.4,1,0,8.02,0,369,369
147136,36,4,42.4,0,1,12.97,0,409,409
128296,0,4,20.6,0,1,12.97,0,188,188
189638,29,4,42.4,0,1,2.5,1,742,742
196186,8,4,42.4,0,1,12.97,0,317,317
169967,21,4,42.4,1,1,2.5,1,856,856
107428,34,4,65.1,1,1,12.97,0,130,130
187273,0,4,20.6,0,1,12.97,0,246,246
138261,0,4,20.6,0,0,12.97,0,277,277
101053,47,4,65.1,0,0,8.02,0,122,122
109757,3,4,20.6,0,0,12.97,0,178,178
143493,39,4,42.4,0,0,8.02,0,275,275
104884,5,4,20.6,1,1,12.97,1,637,637
112374,0,4,20.6,1,0,2.5,1,906,906
168651,7,4,20.6,1,1,12.97,1,978,978
109143,31,4,42.4,0,0,2.5,0,419,419
185725,6,4,20.6,0,1,12.97,0,441,441
163894,16,4,42.4,0,1,8.02,0,450,450
111812,4,4,20.6,0,1,8.02,0,483,483
173362,4,4,20.6,0,1,12.97,0,293,293
128869,37,4,42.4,0,0,12.97,0,262,262
132714,24,4,42.4,1,1,2.5,1,664,664
174755,2,4,65.1,0,0,8.02,0,325,325
155424,7,4,20.6,1,1,12.97,1,900,900
125885,51,4,65.1,0,0,8.02,0,98,98
153634,30,4,42.4,0,1,8.02,0,339,339
103547,4,4,20.6,0,0,12.97,0,262,262
150352,12,4,42.4,1,0,2.5,1,571,571
118053,43,4,65.1,1,0,8.02,0,96,96
187388,38,4,42.4,0,0,12.97,0,228,228
162438,42,4,42.4,1,1,8.02,0,472,472
107183,48,4,65.1,1,0,12.97,0,188,188
179066,34,4,42.4,0,1,2.5,1,555,555
135877,0,4,20.6,1,1,12.97,1,728,728
139891,26,4,42.4,1,1,2.5,1,580,580
129528,4,4,20.6,0,0,8.02,0,388,388
179221,3,4,20.6,1,1,8.02,1,743,743
178418,25,4,42.4,0,1,2.5,0,494,494
194260,7,4,20.6,1,1,12.97,1,533,533
105495,24,4,42.4,1,0,2.5,0,465,465
185325,4,4,20.6,1,1,12.97,1,890,890
137315,35,4,42.4,0,1,2.5,1,780,780
136877,2,4,20.6,1,0,12.97,0,272,272
178706,17,4,65.1,1,0,12.97,0,104,104
172038,14,4,42.4,0,0,12.97,0,182,182
149720,1,4,20.6,1,1,8.02,1,857,857
147197,7,4,20.6,0,0,12.97,0,148,148
194182,2,4,20.6,1,0,12.97,0,479,479
125208,3,4,20.6,0,0,12.97,0,413,413
142238,39,4,65.1,1,1,8.02,0,44,44
142555,45,4,65.1,1,1,8.02,0,43,43
131763,0,4,20.6,0,0,12.97,0,239,239
131996,24,4,42.4,1,1,8.02,0,483,483
116919,45,4,65.1,0,0,8.02,0,108,108
188827,28,4,42.4,0,1,12.97,0,208,208
122915,45,4,65.1,0,1,8.02,0,281,281
131422,26,4,42.4,1,0,12.97,0,179,179
173396,4,4,65.1,0,1,12.97,0,230,230
194621,48,4,65.1,0,1,8.02,0,51,51
168964,30,4,42.4,1,0,8.02,0,337,337
155719,51,4,65.1,1,0,8.02,0,332,332
111304,38,4,42.4,0,1,12.97,0,192,192
183580,5,4,20.6,0,0,12.97,0,427,427
163581,51,4,65.1,1,1,8.02,0,166,166
101204,5,4,20.6,0,1,12.97,0,217,217
180741,15,4,42.4,0,1,8.02,0,421,421
187776,3,4,42.4,1,0,8.02,0,380,380
165117,12,4,42.4,1,0,8.02,0,368,368
113216,52,4,65.1,0,0,12.97,0,218,218
172527,11,4,42.4,1,0,2.5,0,405,405
128995,0,4,20.6,0,0,12.97,0,132,132
155146,51,4,65.1,1,1,12.97,0,248,248
106317,2,4,20.6,0,0,12.97,0,217,217
177150,6,4,20.6,0,1,12.97,1,523,523
163886,9,4,42.4,0,0,12.97,0,205,205
177908,1,4,65.1,0,1,12.97,0,41,41
116665,40,4,42.4,0,1,2.5,0,428,428
165555,46,4,65.1,1,0,8.02,0,133,133
103128,27,4,42.4,1,0,8.02,0,357,357
113219,8,4,65.1,0,0,8.02,0,267,267
131281,7,4,42.4,0,0,12.97,0,235,235
127347,1,4,20.6,1,1,12.97,1,657,657
155295,15,4,42.4,0,0,2.5,0,487,487
103267,42,4,42.4,1,1,8.02,0,452,452
181234,24,4,42.4,1,0,12.97,0,243,243
198246,26,4,42.4,1,1,2.5,1,701,701
157722,7,4,42.4,0,1,2.5,1,637,637
140237,47,4,65.1,1,0,2.5,0,454,454
193040,43,4,65.1,1,1,12.97,0,323,323
107733,20,4,42.4,0,0,2.5,1,563,563
133804,53,4,65.1,0,0,12.97,0,179,179
120642,47,4,65.1,0,1,8.02,0,178,178
194881,0,4,20.6,0,0,12.97,0,165,165
164810,0,4,20.6,0,1,8.02,0,404,404
181545,7,4,20.6,1,0,12.97,0,447,447
129116,6,4,42.4,1,1,8.02,0,470,470
141209,9,4,42.4,0,1,12.97,0,267,267
145801,6,4,20.6,0,0,12.97,0,333,333
